,names,gender
2335,hanuman,male
13902,shiwani,female
13577,ali aba,female
14980,shabanam,female
4759,ramveer,male
14394,kumarage dona dhanasiri chandra latha,female
12076,baby devi,female
219,anish,male
5290,krishan parkash,male
7247,shlender,male
11929,savia,female
9246,masum jannat,female
1101,ramchandr,male
663,manvendra singh ,male
4124,ram avatar,male
1072,laxman bhadur,male
3240,asharam,male
11889,tulsi  kumari,female
671,bharat taneja,male
12643,nisha sharma,female
11393,rajkumari,female
9955,ku. fatma,female
2028,charan jeet singh,male
13214,anguri,female
3721,atul jalan,male
725,mookan,male
9500,malika,female
10572,preety malhotra,female
9148,manju saini,female
2602,shyam sundra,male
1523,attar,male
240,umar farooq,male
13798,panchuri,female
12183,noor jala,female
5642,aabid,male
1720,rajan,male
10574,nazibuneesha ,female
14796,namita,female
10040,tanushri,female
3336,vishal ,male
1444,farman,male
3953,surender kapoor,male
1178,dharm singh thakur,male
14375,pratiksha  muram,female
15191,khushbu rani,female
10437,suneta,female
7388,kishan lal kanojia,male
13121,razia,female
1155,satynarayan,male
8545,sithal,female
10356,manvi,female
8606,varsha ,female
8196,shiv sagar,male
5657,gudiya,male
476,bhanwar lal vesnav,male
10332,bimla devi,female
8067,bhupender kumar,male
12816,diya varma,female
9781,susma,female
8036,gurfaan,male
9039,shalini ,female
2612,bajrangi lal kasyap,male
7878,suresh  kumar ,male
12214,seeta bai,female
4003,parash das,male
13828,arti devi,female
7663,jitendra kumar,male
8022,arjun singh,male
3958,lalit kumar,male
5851,shankar lal meena,male
2144,rahul shrivastav,male
5079,rama singh,male
3171,shaukat khan,male
9231,smt manju,female
2851,mangta,male
1593,raman ,male
7914,milan,male
8451,kapil,male
1352,preetam singh,male
7844,aman dahiya,male
5228,faisal,male
7375,aahim,male
1942,raj kumar sethi,male
5798,amit kumar yadav,male
3083,ashishi aggarwal ,male
2989,mohammad saraj,male
14136,rupa kumari,female
10859,ravinder kaur asha,female
2887,rohan mandl,male
7898,omprakash pandit,male
2314,sanpat,male
6687,rajneesh kumar,male
166,shashi pal,male
6693,heeera lal,male
6763,rishu  bansal,male
5140,ramhetu,male
376,zile singh,male
7258,nabijan,male
13868,lali,female
1696,rohtash,male
11743,parveen khatun,female
5621,mohamad umar,male
7418,sohan singh,male
4857,subhash,male
630,rekha,male
11246,naresh ,female
4418,stephen topo,male
1817,bhajju ram,male
1586,roshan lal,male
6155,abdul aziz,male
3660,naved noor,male
14347,smt pano devi,female
14023,ruby,female
6942,puran rai,male
1737,sodan singh,male
9445,rajbala sharma,female
11079,archana kumari,female
2757,arun kumardhasmana,male
8685,bhanumati kunwar ,female
15132,komal yadav,female
8987,ruby ,female
10266,kulvinder,female
14333,pammy kumari,female
10232,gunja singh,female
7049,rakesh chhatwal,male
1139,ramtek,male
13746,neelam joshi,female
13046,manjula kumari,female
518,sachin ,male
5183,chaman lal,male
4027,rohit kumar tiwari,male
1267,paramjeet,male
1004,amit ,male
12377,kumari resham,female
4241,mahaveer singh,male
4864,bhupendra goyal,male
8185,sanjeev saad,male
4177,surya dev singh,male
10133,bitoo devi,female
10467,lakhe sari gaur,female
13111,reshma kami,female
429,mohd anwar,male
5161,ajay ,male
343,tapender upadyay,male
5647,shobha ram,male
275,suraj bahadur,male
9442,jainaf,female
1459,anil kumar,male
1022,nasar ali,male
1629,naveen joshi,male
11729,babita bajali,female
7036,atish raj,male
3819,ramlal,male
7137,sadre alam,male
5753,mohar singh,male
5329,gurdeep,male
10730,smt kavita ,female
12843,meena yadav,female
4731,pradep kumar,male
2575,sanjay kewat,male
11992,smt. savita,female
4351,nesha,male
13522,smt. manju jat,female
5135,sunil kumar,male
6245,anokha kumar misra,male
11528,nanveet kaur,female
6924,sunil gupta,male
13188,reetu shrama,female
234,mohd shakeeb,male
13247,bindvasini,female
2537,devi ram,male
7638,suraj tiwari,male
6123,yadho lal,male
8028,lakhvinder singh,male
13358,aarti devi,female
13811,sabita,female
4341,sanjay khemchandani,male
4796,saurabh ,male
9745,smt. sukhdeep kaur ,female
12635,ravinder,female
12334,vidya devi,female
8875,bharti devi,female
2012,anubhav shrivastab,male
14984,maya yadav,female
8343,chetan verma,male
7606,rakesh kumar arora,male
5793,abhishiek swami,male
7738,ravi choudhary,male
3404,firoz khan,male
6866,bhavesh dass,male
13065,mala dev i,female
9631,smt roshni gupta,female
77,chintu kumar,male
7119,vivek ,male
8662,pushpa sahu,female
1706,rajider singh,male
11020,jully,female
13105,km nisha,female
6952,narayan,male
3756,ajay ,male
3730,shiv ram  rai,male
13419,nanu,female
14007,sahaja,female
9532,ruby panwar,female
2499,jagdish parsad ,male
8487,jabir hussain,male
1962,sanjay,male
5220,birij kisor,male
1532,shyam lal meghawal,male
4606,nirmal adhikari,male
4195,ravi swarnkar,male
11887,prableen kaur ,female
3244,toni  nanad,male
1023,mohsin,male
5199,balram bhandari,male
10927,dolly,female
4132,warmati,male
3250,yash ,male
8718,smt. baikunthi devi,female
5201,saddham,male
14744,sital,female
4991,rafiq ahmed,male
3287,bechan pal,male
14687,rita das,female
1222,ajay kumar jain,male
6416,jaibir,male
4619,leo paul,male
6262,dhaney,male
107,naresh kuamr,male
6906,md naseem,male
14341,anshika kumari,female
14625,rashmi ,female
10869,ku. poonam,female
15238,reeta devi,female
4085,rahul jain,male
12111,annu devi,female
10536,sona devi,female
2878,sazid,male
1170,abdul,male
14788,vandana sharma,female
3217,sartaj ali,male
3243,jubed,male
3505,manoj joshi,male
571,pramod,male
6571,magat ram,male
5069,samsuddin,male
11673,pinky ,female
12073,rakhi ,female
14676,sakshi  ,female
1215,kuldeep ,male
3520,rajesh mehta,male
15173,mamta ,female
5337,data ram,male
3734,jawed malik,male
11806,sudama ,female
4789,shri parkesh,male
6388,jitendra yadav,male
11215,shama rani,female
12047,priya dhingra,female
6086,jalsingh,male
11243,gaytri,female
3390,manjeet,male
7484,vinay kumar bansal,male
8083,harvinder ,male
2140,shambhu gupta,male
943,nareshpal,male
11284,rita rani,female
9790,nisha saini,female
11364,any bobby,female
13826,anzum,female
9127,mrs. basanti devi,female
8078,mahendra salani,male
10968,jaiwanti,female
14693,sangita devi ,female
4204,sanjay tyagi,male
4339,arunkumar toshniwal,male
5545,sanjay bharti,male
5885,balram gupta,male
8751,parsann  bai,female
1258,rafiq,male
13930,riti mandal,female
4509,trilok,male
4651,yash mittal,male
6790,bunty,male
1196,idrish,male
2323,budhi singh,male
4942,mohd aashiq,male
3497,rupinder singh,male
6210,sarjeet,male
4724,suresh talwar,male
9476,richaraj,female
8340,dhurav goyel,male
1928,shayam kishor singh,male
232,hasim,male
4289,amar singh ,male
7210,jag dish kumar gupta,male
15126,manchan devi,female
3235,ramchandra parsad kurmi,male
2097,rehmat ali,male
9767,manoti dass,female
2536,seeta ram,male
14153,harshita poswal,female
14080,para,female
12963,santra,female
7148,abhash lochan jha,male
12637,pear bano,female
10499,ratani,female
7622,prem singh negi,male
12947,kalpna singh,female
11312,durga  ,female
13452,kumari pinki,female
9640,nazma khatoon,female
2637,akhil kumar,male
14668,bitto,female
7688,swapanesh gupta,male
12131,raniya,female
15147,soni,female
2745,dhermendra,male
11298,parvin bano,female
15072,moni,female
10282,simren,female
11367,kumari gori,female
2392,akash gupta,male
9769,killo kumari,female
13982,neeraj,female
10370,preeti khosla,female
8570,dur ga,female
2598,rohit ,male
12859,madhuni haldar,female
1995,srheeram ,male
277,azhar khan,male
2364,श्री नारायण लाल,male
4317,vishal bhandari,male
1598,kunal kumar singh,male
5019,ojas,male
14147,koslya,female
3921,saleem ansari,male
7406,hari prasad,male
6545,ramesh singh,male
9514,rangeeta,female
4609,ishtkar,male
15047,shilap,female
2022,afsar khan,male
1270,yoginder,male
5314,md. afsar,male
5355,sabbu,male
2213,sanjeev verma,male
5409,baniya,male
12753,anushka,female
15185,sadhna singh ,female
14899,aasha rani,female
7735,sardar kawaljeet singh,male
8754,kalpna,female
15145,veero ,female
9377,mona c/o shyam lal r/odadiya ps sanganer sadr,female
7795,ramesh,male
13384,laxmi ,female
2105,suresh kumar ,male
13431,nisha pradhan,female
13788,reeta jain,female
10830,sarmila,female
950,parshant sharma,male
2343,bhuri singh,male
10540,mamata kumari,female
7894,vipin shahu,male
11696,puja devi,female
6185,ram naywaj singh,male
6436,kamal kishor saini,male
8005,lalit sharma,male
4493,keshar,male
4776,rajendra pal,male
2965,indra sain,male
12210,nahid,female
3299,mohan singh,male
12177,amrin,female
6519,ashu ,male
1891,mohd. shakir,male
5075,mohd. iliyas ,male
3158,pusgpender,male
6923,mul chand kumawat,male
2485,mudbir khan,male
14877,vandhana,female
7439,amuchla barman,male
8563,mrs soni,female
6271,nihal singh,male
8296,jarif,male
6801,mohd javed sideki,male
13707,smt. seema,female
4962,lalit gulati,male
10601,lambhu devi,female
4206,riyajul,male
6078,jagdeep,male
12879,smt. somi,female
148,yudhbir,male
5418,suraja ram,male
12570,mamta rani,female
9546,sajiya safi,female
14049,kushi,female
1640,raj kishore,male
2769,ashok kumar sharma,male
9360,chanderkali,female
11740,maya dass,female
1302,inderpaal singh,male
12535,keta,female
10823,smt niru,female
6512,gurmeet singh,male
7298,gaurav maheshwari,male
14938,chando,female
13469,smt bhuri bai wio lt dhanraj lodha,female
4582,aman bharat,male
4901,kailash garg,male
11139,saziya siddiqui,female
10095,shayra,female
8258,jaykumar ,male
8999,sinaa bnau,female
5074,shri  chatru,male
13335,laxmi ,female
14614,farjana bano,female
9816,subhadra rani,female
4707,kamal sharma,male
12469,rajni ,female
6728,satendra  singh,male
14353,smt rajkumari,female
7584,aslam allam,male
4372,akheelesh,male
8713,padma,female
12173,rupa,female
3222,pankaj  chobe,male
7545,nishant sharma ,male
2421,sukhpal singh ,male
14896,asgari parveen,female
11278,meera & manish,female
4590,vedh prkash,male
10363,smt anju,female
10192,kumari lata,female
9321,sabana ,female
432,samina,male
13226,jaimala ,female
4852,pankaj rawal,male
3407,rakesh tabiyaad,male
11641,reena gupta,female
15151,har prit kor,female
14619,ramaiya,female
269,nirmal kumar,male
1214,sheish jha,male
1227,manish,male
2975,rajesh mehra,male
1374,sadur rahman,male
6256,narendra  mishra,male
4563,abdul jhabbar,male
3591,shyam pratap singh ,male
7031,sabana khatoon,male
7328,santosh uppadhya,male
2016,pawan singh,male
6759,md. sufiyan,male
7348,parbhu sahni,male
13831,nitika,female
12943,shahnaj,female
9258,madhuri bhandari,female
9688,manu,female
8922,neha bhatia,female
7358,nitu,male
5483,rambhajan,male
9419,km. dikksha mavi,female
1182,narayan singh rawat,male
11037,kesar,female
3184,jay kumar,male
14583,smt gita,female
14473,smt sudesh davi,female
6889,mohd. arbaz,male
11531,tarnnum,female
13552,preeti devi,female
8691,reeta ,female
2768,sharat chandran,male
1363,mushir,male
13617,gopi devi,female
8541,shivani sharma,female
14046,atiq ahmad,female
1993,duraga prashad,male
6629,chandra shekar,male
511,rajender kumar,male
1922,manesh chadda,male
709,pyarelal,male
9437,jasvinder kaur w/ gurbeg singh,female
203,muzamiil,male
14590,roshni balai,female
2032,anish bansal,male
2262,irsad,male
8859,smt.khasti devi,female
11198,parerna,female
13959,aesha,female
6841,phirdos alam,male
4046,shri chand,male
9787,smt shakashi,female
4383,vidit tyagi,male
9341,miss kanika,female
10027,dhapu bai,female
9251,sanjeeta ,female
13504,shun shun,female
5582,pramjeet,male
6910,amar singh mahar,male
7512,mohd.asif,male
11306,nasreema khatoon,female
6731,yaadram,male
1479,bhuralal,male
1848,sahib alam,male
12742,kanika madan,female
14729,manita uraw,female
14696,kamini ,female
6623,prashansa,male
4851,dinesh sharma,male
3180,talim,male
11350,smt prem devi,female
9292,smt rekha salvi,female
4808,kishan yadav ,male
7922,banwari lal,male
3082,sanjay bansal,male
2205,popinder,male
3777,raghunandan das,male
5767,mayur agarwal,male
12280,neela kumari,female
14649,urmila ,female
9982,smt paras bai,female
9226,poonam ,female
7001,rihaan,male
8331,gulshan bhola,male
9432,saana,female
13211,tanisha rana,female
6743,nisar ,male
9470,rinku & joyti,female
7522,arvind mishra,male
8937,priya ,female
181,pooran singh saini,male
8556,soni khatoon,female
6143,sunder ,male
14018,smt tara bai,female
3907,shahvaj,male
12690,kum a akansha tyagi,female
32,ram parsad,male
11478,jasvir kaur,female
12709,ruksin,female
11639,smt.kiswar jahan,female
824,sahajaha,male
6575,purnmal,male
6660,ed mohmad,male
14141,rubey,female
3429,shayampuri,male
5216,mohd. afzal,male
3453,rup lal,male
3856,sher ram,male
5571,birender kuma \r yadav,male
11556,km dipali,female
10309,ranju,female
216,mohd.  amjad,male
1676,sethi,male
113,mhd. firoz,male
3346,ramesh meena,male
3207,inkoo,male
8574,smt  neelam,female
6724,ratikant maghi,male
10524,javade,female
7909,rahul,male
9336,vijay laxmi,female
13332,paramjit,female
3010,raju dass,male
9862,pushpa bhil,female
12647,smt girjesh,female
3650,sakib ,male
5739,gurmit singh,male
7839,sagir ahmad,male
7462,sh. manish puri,male
15118,birmati devi,female
7065,chetram gurjar,male
9541,jyoti joshi,female
5058,viresh,male
6710,santosh  kumar,male
5303,anuj ,male
368,mangeram,male
5295,vivek ,male
9315,maneesha,female
5730,devki nandan,male
2095,neeraj sahgal,male
4041,samar singh,male
10564,kela kanwar,female
14654,smt. pooja devi,female
3234,lali,male
11203,aarti mehta,female
6343,adalat mahto,male
6110,gul mohd,male
3673,amit,male
6699,jeete,male
6095,pannalal,male
13968,taki moon,female
559,sahid khan,male
8403,jitin ,male
1908,krishan ,male
4346,lok nath,male
282,sajid ,male
6011,anand kumar,male
11581,laxmi ,female
2206,vishal panchal,male
14010,suman singh chauhan,female
6892,usha,male
4435,parveen ,male
13676,smt  archana,female
12983,ramba ,female
3280,sanjit kumar,male
14976,chanab,female
185,pawan,male
1372,patan dev mehto,male
10067,govind kunwar,female
935,arjun sharma,male
6324,naval jha,male
2830,sumer malik,male
10782,narender ,female
13471,foolmaya,female
2334,kirshan,male
6433,jaibhagwan ,male
11024,smt. ugam  kanwar,female
7707,abash rajan jha,male
1443,ravindera tiwari,male
2895,brijpal pal,male
14402,ram bai,female
2129,jitu,male
808,vikram,male
12160,kumari shri devi,female
4566,manish kumar,male
6518,shahboob,male
1607,bhikhari,male
6562,anandi lal,male
3632,mohan ,male
12902,shahnam,female
11744,smt gulkasha,female
289,nur ahmad,male
12795,chuni devi,female
5922,sukhram,male
13570,sharuna,female
2064,nandkishore karpenter,male
4676,ajay bairagi,male
1228,ahsan khan,male
456,lalit rana,male
11150,preeti bharti,female
11105,purnima ghose,female
14230,musrat,female
3886,parmod kamat,male
7477,viresh kumar,male
7797,radhamohan,male
12644,sangeeta jan,female
11218,punita,female
11569,shaloo ,female
14404,jhuhi,female
12240,smt narayn kaur,female
13218,smt. bhgavti devi,female
1259,yograj,male
4900,sunder,male
1330,nitin,male
12999,rinju,female
955,sachidanand,male
9414,meenu singh,female
4279,jarnail singh,male
6647,pradeep ,male
13541,parmila,female
6628,yusaf,male
7138,jankidas,male
296,raju  sonker,male
5425,heeralal,male
6016,santosh,male
8538,manno,female
11790,payana nagar,female
9436,varsha tiwari,female
1597,bhure,male
11557,jaanki,female
10089,seema,female
14686,ritika,female
9072,smt. lali,female
14748,pinki yadav,female
12820,manisa,female
13243,mohani bai,female
8821,rama bai,female
3435,vishal kumar  kumar,male
6067,vedanand mishra,male
5405,atanu das,male
1857,punit,male
4259,veer bhan singh,male
9770,rukiya bano,female
3784,sapan kumar,male
1474,karmveer,male
211,mohd arif,male
4669,subesh,male
10102,teena ,female
9773,seeta devi,female
7469,raghu sahu,male
604,babudden kuresi,male
4258,ranjeet singh,male
11517,laxmi ,female
2647,shree chand,male
230,danish ahmad,male
2588,teekam,male
13304,phoolwati,female
10837,diti sharma,female
7783,manoj sharma,male
6586,deepak dhanpal,male
6592,sanjiv pathak,male
12759,salma roshni,female
10355,kumari neelam,female
2244,vinaysingh,male
718,mohd haider,male
1068,istyara ali,male
9003,simran aahuja,female
1515,devinder pal,male
2684,bachan singh rana,male
10658,tabwsum,female
3376,gulab singh,male
7767,anurudh choudhary,male
7208,mula ram,male
3878,krishan pal ,male
4159,shashid khan,male
5114,sagar,male
11327,sehjal,female
14830,smt manju devi,female
12249,ruksana bano,female
4881,sanjay saini,male
8554,lata sharma,female
322,kirashan avatar gupta,male
14815,bindu ,female
1570,maqsood alam,male
13160,kmo naina,female
4535,srikant,male
9273,ku dolly,female
5766,gopal tiwari,male
3525,pradeep aggarwal,male
6305,yaksh panchal,male
500,iqarar,male
3422,pritam kaur,male
2898,inder dev,male
3219,mayank ,male
7032,bhagwan singh,male
8066,ramprasad,male
9463,parven devi,female
11395,khusbu devi,female
10666,jamna devi,female
7274,satish chand jain,male
2927,sandip kumar,male
9797,sanjeev kumar,female
3080,nitish kumar,male
7183,narhasi dass,male
12423,gendi bai,female
