,names,gender
13001,anita saini,female
1781,manver singh,male
14047,vimlesh devi,female
7272,manoish,male
4883,deepansu,male
8008,tapish  chorasiya,male
8756,smt chapma bai,female
4271,ikrar,male
13840,mariyam khalique,female
10003,supyar bagriya,female
702,rinkoo,male
15009,heena,female
14869,bashanti bai,female
10622,smt.vasida,female
7413,vijay pal singh,male
5870,nasrudeen,male
11308,nazia firdosh ,female
11574,km. sonali,female
9308,puja,female
1918,jang bahadur,male
2455,moharan  devi,male
7020,jagbir,male
14930,annu soni,female
5415,sultan singh,male
6181,mahendra yadav,male
255,sheilesh kumar,male
6678,aman ,male
8164,baldev raj,male
10252,sadhana,female
6829,hanuman das,male
13517,tabssum ,female
14609,barakha,female
4519,pradeep agrawal,male
7486,avfesh,male
12691,shma,female
9827,ruksana bi,female
12382,kumari monika mahavar,female
7334,dilsah hassan,male
13543,gunjan devi,female
15187,asha,female
8690,kiran ,female
12372,alseepa,female
13494,kiran gupta,female
12263,muskan kannojiya,female
7812,abhimanu saini,male
9709,albina,female
717,arjun singh ,male
8892,mehar jahan ,female
4589,krishan dass,male
3253,horam,male
4240,s p vinit gupta,male
8337,laxman singh,male
3205,ravi kapoor,male
13089,kumari arti,female
12645,tasnim firoz,female
5720,joy amal,male
14067,poonam ,female
11117,laxmi,female
13213,ku moni,female
1521,ajay ,male
4436,dhruv goel,male
13407,pooja mahli,female
2332,khemchand,male
12275,alish,female
14354,tapsyum,female
5331,jatin kumar ,male
8786,tina kour,female
10643,kamala ,female
15091,seeva khan,female
9131,shikha gaud,female
14707,nargesh,female
4910,monu kumar,male
13261,sabbo bano,female
14554,dholi,female
14151,shabnam,female
12134,mamta  ,female
7919,krishna giri,male
1518,dimpy,male
2999,sahid,male
350,pankaj chaudhary,male
11537,harinder kaur,female
9347,tajrani,female
2903,shrawan ,male
1437,deepak ,male
795,taslim,male
7610,rajiv shah,male
3981,sanjay ,male
5648,mohd. sakil,male
2375,rijul aggarwal,male
1566,vajid ali,male
8113,p dinesh raju,male
11518,smt nitu kumari,female
8306,ankit sharma,male
11206,mamta ,female
5774,manish ,male
2733,gorav kumar,male
1046,abhinav,male
15070,salma biwi,female
11177,smt.mamta devi,female
6630,rakesh kumar yadav,male
2308,arpit avasthi,male
1061,som dutt,male
14876,maaya,female
6249,manish goyal,male
5062,jagdish chand,male
8986,kiran kumari,female
9563,nilesh,female
4042,mohd. javed khan,male
6534,alok tiwari,male
13019,smt. chanchal,female
14987,karisma,female
9814,nand kanvari,female
3617,goldi chopra,male
13077,batasi,female
11720,swati joshi,female
10714,sabina,female
2726,surendra singh,male
4288,ram nath yadav,male
11952,neetu ,female
3343,deepak ,male
8115,shashank yadav,male
6730,dharmender sahu,male
3194,gulsher,male
395,sujit kumar,male
12873,razia devi,female
13410,kumari minu,female
5946,arjun ram,male
1286,mohd arsad,male
11788,jaivanti,female
9232,sumaila,female
6272,tohid,male
10756,akshita,female
1190,kunwar sen,male
1342,kailesh chand,male
13302,veermati,female
7460,haseen,male
8181,sh prem singh,male
2120,umesh chand,male
2758,anil suman,male
6658,deerendra singh,male
7720,amandeep,male
1552,sunny rathor,male
11888,savina,female
11701,vidhavati,female
9731,इन्‍द्रा,female
7058,हेमराज,male
14068,nehal kumari,female
13764,smt. renu,female
15195,ku rangeeta,female
9339,sabnur ,female
262,vijay shing,male
4327,bhanwer lal,male
24,abdul samrad,male
4007,moh irfan,male
14269,shivani gupta,female
1143,jai ram mandal,male
4234,vipul gupta,male
4925,iarfan mohammad,male
1974,chhotelal,male
12503,miss nirmala,female
12906,khushboo,female
9952,naseema,female
2888,rajnesh gupta,male
10318,neha,female
14368,simran bhishat,female
13114,husnara,female
3271,awdesh kumar,male
7159,sahab singh alias bitu,male
5394,saad,male
12619,nisha bano,female
1281,subhakar ,male
12331,lata,female
2432,amarjeet mal,male
8871,viren,female
2416,pintu kumar,male
12613,mnisha,female
9326,sayma,female
10073,susila gudiya,female
5581,shankar kumar,male
5650,vibhash ,male
578,kalpadma,male
7290,najrin,male
2403,tara chand ,male
4203,chatar pal,male
7371,ankit garg,male
2109,praveen jain,male
2664,wali hadar,male
14426,urmila devi,female
14818,uzma,female
12458,aaradhana,female
1453,jite,male
15252,km meenu,female
5488,simran malhotra,male
12254,kumari aasu,female
3443,puran singh rawat,male
3031,rupender,male
5308,mohan lal saini,male
7013,sundar lal,male
2003,rahul shukla,male
4273,chandan adiwasi,male
3380,omprakash sharma,male
61,lal mohammed,male
13299,suman giri,female
9113,suganti ,female
2412,karan kumar,male
12166,kiran,female
5573,shyamlal,male
14817,ravina ,female
6834,माेहन कु,male
14096,swatri,female
13340,anshu rathor,female
8572,smt  kaushalya,female
14843,kriti,female
4552,tejender singh,male
3228,brij raj,male
13878,minakshi sainai,female
3181,shyam chirag,male
931,allauddin,male
2518,sheru khan,male
8870,sunita kanwar,female
2814,ramesh megwal,male
5148,shaymu meena,male
11062,dhanpati,female
7952,mukesh gurjar,male
1356,hani,male
3897,bhopal,male
7977,jimi pal,male
5484,sk abu hasan,male
5110,jitu,male
9907,priyanka ,female
69,amit kumar shukla,male
3492,syed arafat husain,male
3101,virnit,male
6603,sh. ramhet koli,male
1375,nasrul,male
2365,monu,male
11813,anjali,female
327,rajiv chawala,male
6236,kundan,male
10116,smt. bholi devi,female
10813,babli sultana,female
5376,adil,male
291,joria,male
11200,sonia rathore,female
3125,gyan prakash,male
9208,rajkali,female
12493,nasrin jaira,female
14166,dimple,female
4521,mr. hera lal,male
1269,arun kumar,male
11347,sharjprit cour,female
12806,komal ,female
4873,sabir hussain,male
12534,jay shree panchal,female
14768,smt rubina,female
10457,sonam ,female
11321,mamta devi,female
7300,shailash,male
5231,juhi,male
10522,birmadevi,female
9983,smt munni devi,female
8704,smt. sahjadi,female
8913,noor bano,female
4644,satish kumar jangid,male
15100,manda bai,female
12443,pratima pandey,female
11261,sangeta,female
3502,p.kamesh,male
998,m ithilesh,male
14093,rekha ,female
8302,mohamad awar,male
836,shobhit prsad,male
7831,lalit ,male
3703,navin kumar gutam,male
2510,yasar ali,male
11014,tanya,female
12699,rinki,female
9035,sashi mittal,female
2854,chela ram,male
12531,raju meena,female
13829,deepa chauhan,female
11668,Salma,female
13876,annielal ,female
11567,babita negi,female
11974,chandrawati,female
13377,darshana,female
7867,kanhaiya lal,male
14956,monam sharma,female
14677,jhuma,female
12591,darfasha,female
11099,anjali ,female
411,mukesh chauhan,male
2721,nenhe sidhque,male
5540,shekhar chand ,male
8627,sudha kumari,female
5889,traun kumar,male
10864,jaslin,female
5217,sooraj ,male
11383,ku. nisha shirma,female
12793,srita,female
6286,pyar mohmad,male
9988,sweta ksiyap,female
10849,gurmit sharma,female
11674,tulsha,female
4580,mesak,male
9328,shikha,female
12782,smt. sushma,female
4004,abbal singh,male
1328,gulam  nabi azad,male
14309,smt kalpana,female
1603,mandu ram,male
14858,shrimati jamana,female
9679,smt foolmati,female
12202,smt nargish,female
9238,veena,female
7804,shiv narayan,male
4281,rishab uniyal,male
9394,naveela,female
9930,shama parveen,female
15174,dipika,female
12364,smt. ramu devi,female
6467,raj  kohli,male
8240,tapan mandal,male
9245,pooja rani dass,female
13486,kumari khushabu,female
9060,सुश्री अनुपमा,female
4662,sumit agarwal,male
11333,smt. kushma devi,female
506,harish ahuja,male
5007,rohit thapa,male
6609,umar farukh,male
14037,alima ,female
920,prince verma,male
1917,bipin,male
474,baby singh ,male
5912,jyoti,male
2377,nihalchand,male
417,sunil sharma,male
10550,chandra mukhi,female
15261,balvinder kaur ,female
7996,bhura singh,male
12554,muskan,female
14648,shanu,female
1545,mukesh chand chaturvedi,male
12362,bina bai,female
3050,manender pratap,male
4328,parveen  kumat saini,male
5163,kaloo giri,male
8598,rubina,female
2610,yesh,male
13963,tripti rawat,female
3715,gourav ,male
14284,kailash kour,female
6941,tejpal,male
341,youraj,male
1017,lekhram,male
9793,amreen,female
3381,pemaram,male
4169,rajesh mishra,male
6774,sukesh kumar choudhary,male
10703,jaya chauhan,female
2044,santosh kuamr,male
11782,smt nanhi devi,female
14181,najiya,female
582,bablu pandey,male
6614,rohit kumar,male
7627,desh  deepak pandey,male
14584,diya sharma,female
11733,soma,female
10599,najrana,female
13675,arti ,female
1896,shravan,male
768,subham madhwal,male
6463,ramesh singh negi,male
6529,binder singh,male
117,ranpal singh,male
1343,shambhu munda,male
1548,netra pal singh,male
1113,ashok shrivastav,male
11440,priyanka ,female
80,akhlish kumar,male
7925,amritpal,male
6934,dhanna lal,male
12799,munmun,female
233,sumit risidev,male
8833,smt joyti,female
14837,smt shimla devi,female
2752,mahesh ,male
2558,chanda ram,male
7009,kishore yadav,male
6708,deewan,male
9111,kaarti devi,female
7758,jamil khan,male
14263,samreen praveen,female
11328,smt. ladu kunwar,female
2813,tarif,male
9549,chanderwati,female
14208,kumari puja,female
2152,naveen singh,male
5271,rinki,male
11653,bhagya shree,female
399,sarthak dadwal,male
4610,yogesh ,male
2237,liyakat ansari,male
5731,mum,male
12737,smt nidhi,female
13989,smt jyoti sharma,female
13670,priti tomar,female
6474,km arti,male
8933,deepanshi,female
4499,rajat tyagi,male
15161,parmeswari,female
3038,praveen kumar pal,male
5177,satpal khanna,male
10216,sandeepa,female
9613,shaina,female
1452,akshit,male
4020,istkhar ali ,male
12833,sohi,female
3134,sobit saini,male
1108,manoj krishan,male
5924,mohd sohaib,male
9525,sohan bai,female
15057,smt. vinder kaur,female
1876,aarif khan,male
835,mobin,male
3176,mahveer singh,male
8760,farana,female
12021,maya,female
8353,rajeev dutt,male
1530,parmeshwar,male
5463,naresh singh,male
8386,punit kumar ,male
1320,devender singh,male
4312,deepak ahalawat,male
9364,kanchan ,female
10249,ekta chopra,female
7732,insaf ali ,male
13782,aashi,female
6908,sanjeev kumar gupta,male
2106,abbas,male
11073,smt rupi rawat,female
13677,nemsi,female
10901,deeksha,female
857,bhrat narayn,male
10649,dvndavva s basava prabhu,female
4434,rampal alis ram lal,male
4986,maneesh kansal,male
12231,manju rana,female
11044,shivalika,female
2389,ashshwer parsad,male
4136,chander shakher,male
4403,nikhil tyagi,male
5302,tej pal singh,male
4529,bholaram yadav,male
2187,rajesh kumar sharma,male
12891,rekha ,female
13606,anita rajput,female
8620,manju bai,female
7607,pokhar das,male
1783,suresh dass,male
5707,shubham dandriyal,male
308,ayub khan,male
100,akansh anand,male
1003,sh. amar singh,male
15167,salmakhatun,female
6694,sunil kumar singh,male
9374,shanjhan,female
2300,jeetu,male
12056,gulbasha,female
1274,pphola,male
14234,smt parsi,female
2626,javal singh,male
8014,elwin lal,male
9586,smt deu,female
9499,km. ushman,female
8731,smt bhupendri,female
5729,pratul chatarjee,male
3876,barjraj,male
8855,shima,female
26,rajveer sing,male
13872,pinki devi,female
14679,smt. pholwanti,female
14777,suman,female
11259,km barkha,female
944,pawan ,male
6478,aamod singh,male
11829,neha thakur,female
7847,noor hassan,male
770,ajit singh ,male
4422,ram janm,male
13346,monika ,female
8096,rehan,male
10150,vijayanta,female
13515,shazida,female
4332,sri-dwrikaprasad,male
13491,miss alfiya,female
10409,shamrin,female
2962,sh pratap singh,male
1219,krishna nand,male
8092,ram chander jha,male
864,mr. ram chandr sen,male
15075,bhura kanwar  kanwar,female
13996,usha,female
8477,partul gautam,male
9151,sona devi ,female
11077,nancy,female
4701,raja ram,male
7335,pintu,male
14206,vibha,female
6238,babli,male
9942,versha,female
14019,rukya jan,female
1076,bhanu pratap singh,male
2569,fanni bhusan shina,male
8261,vikrant singh,male
8448,suresh ,male
6149,soni,male
1542,om beer singh,male
626,natthu ram,male
1283,tilakram,male
11846,kamini along,female
5755,sunil,male
4016,jitender soni,male
14268,kushum,female
2327,rakesh,male
5359,rajesh sharma,male
3060,shelender yadav,male
4614,badri lal,male
915,abhijeet adhikari,male
13272,wareesha,female
359,vinod ,male
4753,noor mohammad,male
14535,shittal,female
4807,subhodh,male
13420,mohsina begum,female
13360,soni,female
14050,kusum devi,female
12003,salini,female
10582,parmila sona,female
2034,sanjay bhandari,male
14442,arzoo,female
13215,archita verma,female
9510,kalwati,female
12014,aarti ,female
6978,asruddin,male
4090,रेखा शंकर,male
2665,partyush gupta,male
10834,shadhana,female
1103,birajpal singh,male
6455,niraj sahu,male
180,badnath,male
8975,devki,female
7314,sarvesh kumar pandey,male
13639,smt devendri devi,female
4207,meghu kumar,male
13119,reshmi,female
2866,gs-1957975 sunil kumar vaag,male
2978,vikash choudhary,male
10793,kamlesh krant,female
10537,mudsay,female
369,mohd iqbal,male
1651,mohan adiwasi,male
603,yashpal singh,male
1849,druga lal,male
11272,taranjeet kaur,female
4832,rajesh god,male
10421,premwati,female
2748,prakash lal gupta,male
13509,suhaliya,female
10159,mahrul nisha,female
5797,jitender,male
2456,manoj kumar agarwal,male
6223,puran singh,male
6859,mandeep,male
8459,pankaj gupta,male
2761,yeshpal,male
10558,smt. amari devi,female
5005,satbir chada,male
12481,joyti rani,female
10514,sawana parveen,female
8225,anil nimesh,male
11119,sushri manju,female
13666,kajal kanwar,female
6203,murad husain,male
7048,ram dutt gupta,male
9242,nahid fatima,female
15198,husiya devi,female
7937,manish verma ,male
6085,kapil jhakhar,male
6364,sumer chand ,male
5747,boby kumar yadav,male
7084,mohd tausif,male
14879,farzana khatoon,female
13547,mudrika yadav,female
3347,binpal,male
14738,asmit kaur,female
4564,deepak maan,male
6567,veeri singh jatav,male
10276,navjat,female
10650,vipasha ,female
13694,smt motiya,female
5096,sumit tiwari,male
9516,kumari radha,female
15279,tamana,female
13124,satyapal,female
8156,md. arfan,male
5663,bharat,male
14344,halki bai,female
5457,dhanraj prajapat,male
6057,sajjan kumar,male
8440,shivam shkula,male
7927,manohar singh,male
14329,hoor bano,female
11866,guddi ,female
10311,smt. murti devi,female
6157,dharmender ,male
3707,abhay papnoi,male
1091,pankaj yadav,male
3197,tameezuddin,male
4310,hadarali ,male
9198,sunita,female
7455,abdul hakim,male
12437,sakila damor,female
10957,dropati,female
1735,manish kumar  sharma,male
2181,sita ram saini,male
7383,ganesh jha,male
14132,chhavi,female
3987,sachin verma,male
8222,sukumar,male
9444,shabina khan,female
557,arun kundra,male
1744,sartaj,male
11184,dixya kanwar,female
14407,kalyani banodha,female
4528,teenu,male
4433,rajesh paswan,male
3915,monu,male
4139,vivek raj,male
9625,pargati thakur,female
6533,mahaveer singh yadav,male
14098,shanty mandal,female
5156,vishva nath,male
7401,hari chander,male
2591,bajulal,male
5625,sikandar sahu,male
3261,kaishav,male
165,vikki,male
8649,mitali,female
11500,suman lata,female
14388,nitu,female
3538,ankur,male
3844,ranbir singh ,male
14776,bharati,female
12348,munni khatun,female
4125,ram sagar,male
3606,motilal,male
10183,himanshi ,female
6212,mool chnad,male
10604,poonam kumar,female
14491,sehnaj,female
408,vitan,male
2102,nasruddin ,male
3352,sowar singh,male
12406,subhi khan,female
8534,ku.  kamini,female
8410,afjal,male
9967,muskhan,female
8638,ajmal,female
11793,rubbi,female
11973,mohseena biwi,female
8093,sunil gujar,male
5234,satendra pal singh,male
11228,jhansi rani samuel,female
13614,lakhsmi ,female
7713,salim,male
6918,prem pal,male
162,muksndi lal,male
10020,rinku malav,female
12304,smt sampat,female
8227,tulshi ram,male
7651,binani,male
3678,dinesh katara,male
15107,krishan,female
1462,tushar,male
12025,lc mojis,female
9719,deepmala,female
12932,usha ankar,female
348,sarju,male
5117,wakar ahmad,male
6030,sandeep ,male
4622,ranjan,male
9329,shushree lalu,female
11833,shakeela begum,female
1960,moh.javed,male
10149,gayatri ,female
10005,sushma ,female
9044,sadhna ,female
7047,ram chander,male
12187,punam shakya,female
7367,punarjyoti lahiri,male
3254,lokesh ,male
1125,kimat singh,male
11996,सुश्री आशा कुमारी,female
9026,gopal,female
697,banwari soni,male
3297,praful naag,male
4583,sanjay mandal,male
14717,dhapu,female
9848,arjina,female
5970,chandeshwar prasad,male
14188,sarika mishra,female
1508,shekh malik,male
12150,daya,female
9099,peena,female
9207,smt. sasibala,female
89,dipak garg,male
13149,श्रीमती जेनम,female
13443,manpritkour,female
14995,manju singh,female
11681,safika ,female
2076,raju jha,male
3199,chottu shah,male
4967,mahesh sharma,male
4202,basibul,male
6250,fazaz khan,male
3150,kunden,male
5403,premnarayan,male
4285,sushil,male
9503,shabbi,female
14479,sonyi,female
13184,kismat/ sngu,female
11060,sagit,female
7660,kalu ram,male
13126,shanah bano,female
12911,soniya,female
11988,shakuna bano,female
9313,virwanti,female
1467,gulshan,male
7444,riyazuddin,male
11434,shashi kala,female
13946,smt. soni,female
4921,mohd azad,male
895,mahesh ,male
12053,sima devi,female
1251,asutosh sharma,male
3472,dilip kumar,male
13848,partibha,female
14386,rahat,female
7129,chatter singh,male
15268,kazal,female
8571,rubby,female
2328,ibarhim,male
5830,khetra nath,male
509,yogesh shukla,male
4360,vanish khan,male
9047,smt. meena begam,female
3148,hari uraown,male
9317,huma,female
360,kalpna,male
11187,smt.kanta devi & garima,female
7373,mukesh ,male
14412,tanisha,female
318,jitender ,male
13770,deepali,female
11322,smt jaimala,female
1549,dharmendera,male
6883,dinkar sharma,male
5615,jagdish mushar,male
6381,sajjan,male
7578,satish chander,male
8952,priyanka mandal,female
15216,jyoti tiwari,female
12743,phol kumari devi,female
270,ram swaroop,male
5635,sandeep kumar,male
8980,aaradhana ,female
9125,suman or lali meena,female
14582,sunaki ,female
4100,lakhamichand,male
9974,sonu kanwar,female
6219,hasan,male
7396,sehdev mukhiya,male
2822,mohd raja,male
3744,abdul hafiz,male
8107,sabid,male
13503,rehana,female
5243,chetan yogi,male
4870,ghasiram koli,male
13412,dholi bai,female
12363,kanchan devi,female
3262,hitesh kumar,male
12279,parvti,female
4143,sikender,male
9589,smt. ladi mali,female
10262,anjali kirti,female
10990,shrimati shahida,female
11315,oma,female
12380,km shika,female
6502,ansh,male
14379,umda khatoon,female
7150,dharma ram,male
4574,kumar pal,male
4948,manjar alam,male
13373,bishnu aale magar,female
14871,sahista ,female
4740,bhala ram,male
5541,ronak,male
13252,banu,female
11182,rampayari,female
14501,shukla vishwas,female
13207,aayana,female
9889,munni ,female
5040,govind,male
8989,km.prinka,female
1636,mayank sharma,male
9240,samoti,female
8257,bitto kumar,male
6224,aadil,male
5514,arindra,male
9190,vishavkarma devi,female
6047,narendar,male
11460,majida,female
8765,reena jain,female
4462,ajeet chaudhary,male
11558,sandhya ,female
10667,seeta,female
2091,arvind ,male
3996,mohd farhan,male
1470,rambharos,male
2321,sh. ram lal,male
8628,paro,female
7935,vikram mandal,male
15154,smt. sukhwanti bai,female
3481,mohd. firdoesh,male
11195,reema sharma,female
11995,jasvinder kour,female
9632,gurmeet,female
12035,birma devi,female
2350,imtyaz,male
11878,rohini kashyap,female
3616,tassadul omar,male
8950,spana,female
11510,smt. sheetal,female
5289,hashrat,male
11906,shivani ,female
1157,nipun atnari,male
2488,indu shekh,male
2061,rishi kakdia,male
10659,kumari manisha,female
4369,sabbab hussain,male
2763,dhamender ,male
3193,haji mohmmad,male
6664,shyam rana,male
3860,jafar ali,male
11004,rupa verma,female
6666,munna lal jain,male
11000,sajda,female
8965,harsha chauhan,female
13615,channu basda,female
2742,ayub ali,male
14529,smt jamna,female
391,punit khandelwal,male
8617,anjli ,female
13148,shiba,female
8168,punit sharma,male
13937,kajal ,female
4334,sunil ,male
6346,vaibahv,male
7991,mohd nazim,male
8641,savita  devi,female
14401,mandothi,female
7326,doulat singh,male
12161,pooja ,female
7954,prem kumar,male
2793,shashai ranjan shah,male
10077,shqakuntla,female
4449,subash,male
2481,raghbir,male
342,nitin ,male
9826,disha parmar,female
10371,muskaan,female
554,naveen rawat,male
3735,sukhpal,male
11113,kumari anjali,female
14271,neelam ,female
9591,anisha jain,female
15050,fatima,female
14247,shabreen fatima,female
13600,sunita bai,female
10932,somwati ,female
10799,bharti jain ,female
1682,baam,male
3382,muslim shekh,male
8583,heena bano,female
1206,arbaj,male
10994,santoshi,female
8559,शारदा बे,female
13679,chotti ,female
5367,manosh yadav,male
7928,gulam rashul,male
3944,roshan ram,male
1126,vasim ,male
2564,subin sugathan,male
1057,hemant raghav,male
2953,kanhaiya,male
8269,gourav jain,male
5716,krishan chand arora,male
12477,minakshi sharma,female
8983,kumare  dali,female
6205,wasim,male
858,raja babu,male
2093,na,male
14237,nikahat,female
13254,miss nilofer,female
8183,dulal,male
5023,praveen,male
15054,rama tiwari,female
8525,huma  jahra,female
8794,beena uraf meana,female
2950,umlesh,male
8158,neeraj kalra,male
12476,smt jaya,female
2515,kamalkishore,male
12722,kumari saloni,female
4747,harish arora,male
6903,altaf ahmed,male
5763,bishesh kumar,male
13708,lal baano,female
3960,jagmal,male
14042,meenakshi sharma,female
8748,sarju,female
10507,sadhana devi,female
5741,ahmad,male
6916,suraj ,male
3177,mohd asraf ansari,male
4553,mr. balveer singh,male
6406,kartik pawar,male
9737,aansi devi,female
1409,satender,male
285,dhram sigh,male
9325,kala bai,female
9138,twinkil,female
10629,suman nagar,female
5381,jai kishan,male
7189,ashish sethi,male
14678,sabna,female
14802,kr. pratibha,female
13659,dwarika gurjar,female
1946,velaram,male
12657,jarina,female
11159,piryanka,female
7848,karamvir naagar,male
12302,premla  or soni,female
11216,julekha banu ,female
12754,ajara,female
6429,rakesh yadav ,male
9805,smt. meera,female
3746,har parsad,male
5282,anjum,male
10227,preety,female
14596,kachan,female
2127,pramod paswan,male
2807,raju alias rajaram,male
3684,praveen kumar girdhar,male
9513,alok,female
692,roopsingh,male
7147,jishan,male
11125,shyamvati,female
467,pradeep ,male
13440,raj kumari ,female
13535,usha devi ,female
2378,lakhami singh,male
9566,shailja jakhmola,female
2007,jaswant,male
4238,ankaj,male
75,shrotam sam gosh,male
11893,smt. rajkanwar,female
7400,mool chand goyal,male
5366,jamaal,male
11904,saridevi,female
7179,mohd hasnain,male
1395,karishan lal,male
6662,madhu sudan,male
14592,renu pal,female
7531,naved,male
1179,shyam lal chawla,male
9576,rakki,female
7350,satya prakash bansal,male
3423,rajeev verma,male
13975,sulochna,female
6984,babu ra/,male
15159,ku. preeti seni,female
12728,shanta,female
2467,karim,male
12321,kadu ,female
6601,leela dhar narang,male
12506,shabreen,female
7091,tara chandra ,male
6450,saurabh kumar,male
10565,shalu singh,female
15204,chander rekha ,female
439,prabhu dayal sharma,male
1623,dharam dev podar,male
6153,umashankar ,male
7225,parashu ram sharma,male
12595,kavita manchanda,female
10052,farha,female
2079,makbul,male
5423,akram,male
2744,vimlesh,male
585,himanshu sahu,male
762,basanta,male
7199,nand kishore,male
4973,dev kumar singh,male
3138,mahadev ,male
8007,devraj,male
4576,amit sharma ,male
6498,pardeep goyal,male
2700,puskar singh,male
5481,m bahadur,male
3055,bablu saini,male
7070,sanjay sharma,male
8314,darshan lal,male
13421,लीला बाई,female
5370,matbar singh,male
8907,nikhat,female
6076,lekose joseph,male
14148,satbir kaur,female
7810,sh tejpal singh,male
15267,janwi  chaudhary,female
10949,sarla,female
6914,vijay singhal,male
5873,ajay sharma ,male
10668,saroj ,female
1555,alok,male
3727,sumnesh,male
2545,lavish kumar,male
8723,smt. sumitra,female
11490,kushbu,female
3938,sidharth vermani,male
10977,pavitra,female
844,pankaj lal kumar,male
1835,devender sharma,male
13866,km sarika  kothari,female
4998,baljinder singh ,male
12252,meena kumari,female
7845,yognder,male
3008,rakesh  singh,male
3238,deepak sewani,male
8026,pradeep singh,male
13380,gurdeep kaur,female
5389,avdesh kumar,male
393,dhan singh ,male
12023,smt reetu,female
309,ram varaksh chaoudhary,male
12440,sonia,female
13374,gajala parveen,female
11826,gango devi,female
1758,nagendra parihar,male
2427,gopal lal,male
8967,husainpreet kour,female
13151,praveen bano,female
9233,divya sharma,female
13036,aasma,female
3799,kamlesh,male
11911,priya sexena,female
10001,preeti singh,female
3276,brahamprakash ,male
9392,khusbhoo,female
14941,masuma khatun ,female
5556,sh ramnarayan,male
2055,goopi ram,male
1065,vishnu bhati,male
5911,shi girdhari,male
12884,meva devi,female
2783,karamvir,male
10450,ram wati devi,female
3580,sandeep ,male
7597,raja kumar,male
3903,pooran chand sharma,male
13997,kuso devi,female
3662,praveen ,male
14233,aarti diwakar,female
15197,ravinda kumari,female
6180,bhagirath,male
8976,hadisha,female
4670,mahender kumar,male
11368,smt. sefali das,female
7872,bhagat singh,male
12821,barti,female
597,rahul singh bisht,male
6598,prem,male
8420,anil sharma,male
3729,mahendar  ,male
3816,phoolwati  devi,male
12966,soni ,female
14258,sheela kumar,female
463,balbir gela,male
9565,roshani devi,female
6836,mahfooj,male
7046,aamod & pramod,male
8643,chama ,female
6279,ramesh panwanr,male
13809,meenu devi,female
9670,joyate,female
13327,rajanti meena,female
9276,partima,female
2869,rima,male
10984,reka,female
12824,pooja rathor,female
4303,badri prsad mishra,male
11290,maya dhaval,female
14434,mehvish,female
14133,aishwarya,female
9590,nandita,female
15109,roshani,female
13041,phulkana,female
12387,smt. gurmala devei,female
4250,sh satpal,male
4481,ram ldaike,male
1659,sunil keshri,male
15271,aruna devi,female
13094,chndrakla,female
14084,divya kawar,female
3695,santosh ,male
13359,machhala,female
11659,shneha,female
11463,mema,female
15040,aarushi,female
9155,smt laxmi,female
6142,rambhool,male
2692,pari mohmad,male
2466,amit kumar nagpal,male
10754,sunita kaur,female
10781,neeta,female
3113,ritu raj kumar,male
12225,nikky,female
3154,lukman,male
1053,rajiv ,male
9475,jani bai,female
651,hasina,male
12970,gudiya,female
10297,vineeta,female
14753,ranjnika jat,female
1713,sushpal,male
12615,beauty kumari,female
55,mohinuddin,male
9665,suman chobe,female
8555,nayaka rahman,female
3821,megharaj kirad,male
10393,geeta kumari,female
2940,bablu,male
8702,jamuna,female
7786,rajnish kumar,male
5039,ravi rakuwar,male
12961,munnadevi,female
5683,surinder kumar,male
1333,buddhi singh,male
15,hararat,male
8281,rahis ahmed,male
11789,foranti keer,female
3848,kamla prasad,male
4803,karnesh,male
8658,nidhi ,female
5706,sonu berwa,male
13466,nikki kumari,female
9410,amanjeet kour,female
13071,anjaly malpahariya,female
12552,vidha baghel,female
58,arpit aroda,male
9201,kosaleya ,female
519,shanbhu dutt,male
3087,pinki gupta,male
1045,sunil dutt,male
4075,anuj kumar,male
533,ashok kumar gha,male
8506,rajveer,male
15063,pooja pal,female
14209,santosh joshi,female
14288,kumari shakshi,female
10241,maigo,female
8277,sanjay singh,male
8616,kala bai ,female
3794,vikas thakur,male
11693,jasina khatun,female
13032,reetu,female
11726,bimla ,female
14828,nigar khan,female
6680,om prakash,male
9754,smt narmda,female
12814,sobha devi,female
4166,abhash verma ,male
10706,vimlesh,female
11644,sunaina,female
1177,noor aalam,male
13588,ravita  ,female
3792,dilip singh,male
436,rashid hussain,male
12355,shabra,female
956,dhurv solanky,male
4248,shubham meghwal,male
1313,raju ghosh,male
4879,surjit singh,male
13772,samaiali,female
8587,smt. shakuntala,female
3644,ram veer,male
10852,krishna bai,female
9457,कु0 भावना,female
9485,shahzadi,female
5111,jai kumar,male
12332,smt anuradha,female
814,saurabh ,male
2023,shail,male
13926,ashu,female
2469,jasbir,male
6585,vipin thakur,male
10057,reeta,female
135,prannab dey,male
6707,chaman lal verma,male
8782,amritha,female
2880,padam chand,male
7197,mohd faraz,male
1009,mehandi hasan,male
3319,savan,male
7220,bhola yadav,male
8329,sunil ,male
6999,durganand,male
5336,gaurav malik,male
6874,bablu ram,male
5555,sumit yadav,male
720,nadeem,male
11520,rema,female
1919,safiq ,male
8290,ajay mishra,male
3252,ram kuamr,male
12539,sanjana,female
12929,rani,female
5266,rahul shah,male
12276,smt. manohari,female
12973,preeti  kumari,female
8600,rupam devi,female
11339,km0 mamta,female
5737,gyanwati,male
13781,smt kavita bai,female
8154,shri ram ,male
5037,mangol jao singh,male
13256,surekha bairagi,female
6093,sarvesh,male
